,Name,Year,Price,Mileage,Engine,Gearbox,Body,Location
2270,"Škoda Octavia, II 1.6FSI 85kW 117oooKM",2008,129 990 Kč,117 521 km,"Benzín, 85 kW",Manuální,kombi,Karlovarský
2271,"Audi A4, 1.6i.74kw.Klima.Závěs",1996,29 000 Kč,303 171 km,"Benzín, 74 kW",Manuální,sedan,Středočeský
2272,"Škoda Fabia, 1.4i 16v.Klima.55kw",2005,52 000 Kč,197 417 km,"Benzín, 55 kW",Manuální,kombi,Středočeský
2273,"Seat Mii, 1.0i,SPORT,serv.kn,klima,ALU,H",2013,109 900 Kč,111 000 km,"Benzín, 44 kW",Manuální,kupé,Středočeský
2274,"Mazda 5, 2.0i DISI Center-line Xenony",2011,199 000 Kč,146 515 km,"Benzín, 110 kW",Manuální,MPV,
2275,"Volkswagen Touareg, 4.2 TDI V8 Tiptronic",2010,499 000 Kč,212 000 km,"Nafta, 250 kW",Automatická,kombi,Liberecký
2276,"Peugeot 208, 1.4",2012,138 000 Kč,186 352 km,"Benzín, 70 kW",Manuální,hatchback,Liberecký
2277,"Audi Q7, 3.0 TDI quattro Bose",2008,229 000 Kč,341 000 km,"Nafta, 176 kW",Automatická,kombi,Liberecký
2278,"Ford C-Max, 1.6 TDCi Ghia",2007,59 000 Kč,289 411 km,"Nafta, 80 kW",Manuální,MPV,Liberecký
2279,"MINI Cooper, 1.6 Cabrio Top stav",2006,119 000 Kč,268 762 km,"Benzín, 85 kW",Manuální,kabriolet,Liberecký
2280,"BMW Řada 5, 525d xDrive Panorama",2012,260 000 Kč,359 000 km,"Nafta, 160 kW",Automatická,kombi,Liberecký
2281,"Ostatní Ostatní, 1990",1990,29 900 Kč,56 000 km,"Benzín, 44 kW",,sedan,Moravskoslezský
2282,"Ostatní Ostatní, ZASTAVA",1991,35 900 Kč,48 000 km,"Benzín, 40 kW",,hatchback,Moravskoslezský
2283,"Renault Espace, 3,05 V6 177KW",2003,46 000 Kč,220 000 km,"Benzín, 177 kW",Automatická,MPV,Moravskoslezský
2284,"Mercedes-Benz Třída S, S 350 BLUETEC 4MATIC",2012,499 000 Kč,184 000 km,"Nafta, 190 kW",Automatická,limuzína,Moravskoslezský
2285,"Ostatní Ostatní, 1,3",1981,41 900 Kč,37 000 km,"Benzín, 37 kW",,sedan,Moravskoslezský
2286,"Citroen C4, 1,6 HDI",2009,69 000 Kč,203 000 km,"Nafta, 80 kW",Manuální,hatchback,Moravskoslezský
2287,"Škoda 120, M",1988,32 900 Kč,78 000 km,"Benzín, 37 kW",,sedan,Moravskoslezský
2288,"Škoda 105, S",1978,61 900 Kč,75 000 km,"Benzín, 36 kW",,sedan,Moravskoslezský
2289,"Audi Q5, 2.0 TDi 125kW Quattro AT / ČR",2010,359 000 Kč,185 170 km,"Nafta, 125 kW",Automatická,SUV,Plzeňský
2290,"Renault Ostatní, 1.6 DCi 96kW/ACC/MASÁŽ/KEYLE",2017,380 000 Kč,69 400 km,"Nafta, 96 kW",Manuální,sedan,Plzeňský
2291,"Seat Altea, XL 1.9 TDi, 77kW, Aut. klima",2007,79 900 Kč,234 544 km,"Nafta, 77 kW",Manuální,kombi,Jihočeský
2292,"Škoda Fabia, III. Kombi 1.2 TSi, 66kW, Klim",2016,179 900 Kč,137 350 km,"Benzín, 66 kW",Manuální,kombi,Jihočeský
2293,"Škoda Fabia, II. Kombi 1.2HTP, 51 kW, Aut.",2009,89 900 Kč,133 431 km,"Benzín, 51 kW",Manuální,kombi,Jihočeský
2294,"Suzuki Grand Vitara, 2.0 TD 4WD, 80 kW, Aut. Klima",2005,134 900 Kč,137 093 km,"Nafta, 80 kW",Manuální,SUV,Jihočeský
2295,"Ford Focus, 1,6 TDCi",2014,139 000 Kč,278 000 km,"Nafta, 70 kW",Manuální,hatchback,Středočeský
2296,"Toyota Yaris, 1,5i 92 Kw",2020,285 900 Kč,5 160 km,"Benzín, 92 kW",Manuální,hatchback,Středočeský
2297,"Volvo XC90, D5 Momentum 7 MÍST",2008,269 900 Kč,217 073 km,"Nafta, 136 kW",Automatická,SUV,Zlínský
2298,"Land Rover Range Rover, 5.0i V8 -ULTIMATE-EDITION-CZ",2011,799 000 Kč,131 000 km,"Benzín, 375 kW",Automatická,SUV,Praha
2299,"Škoda Superb, 2.0 TDI L&K/4X4/DSG/TAŽN�",2016,569 000 Kč,132 500 km,"Nafta, 140 kW",Automatická,kombi,Praha
2300,"Škoda Octavia, 2,0 TDi 110kW Ambition Edition",2016,329 000 Kč,95 000 km,"Nafta, 110 kW",Manuální,hatchback,Praha
2301,"Peugeot 5008, 1,6  BlueHDi Style",2015,215 000 Kč,219 100 km,"Nafta, 88 kW",Manuální,MPV,Praha
2302,"Volkswagen Transporter, 2.5 Tdi 96 kW 9 MÍST 4x4  KLI",2006,119 800 Kč,365 500 km,"Nafta, 96 kW",Manuální,kombi,Olomoucký
2303,"Škoda Rapid, 1.4 TDI OD 1.MAJIT PUVOD ČR",2016,249 800 Kč,135 200 km,"Nafta, 66 kW",Manuální,hatchback,Olomoucký
2304,"Kia Ostatní, 1.6 CRDi 100 kW 6 Rychk Původ",2018,288 800 Kč,78 000 km,"Nafta, 100 kW",Manuální,kombi,Olomoucký
2305,"Ford Fiesta, 1,4i klima,2xkola,serviska",2005,58 600 Kč,193 000 km,"Benzín, 59 kW",Manuální,hatchback,Jihočeský
2306,"Suzuki Swift, 1,3i,68kW,klima,serviska,2xkol",2009,118 600 Kč,135 000 km,"Benzín, 68 kW",Manuální,hatchback,Jihočeský
2307,"Volkswagen Golf, 1.6 TDI 85 KW NAVIGACE ZÁRUKA",2018,348 000 Kč,143 185 km,"Nafta, 85 kW",Manuální,kombi,Jihočeský
2308,"Škoda Yeti, 2.0 TDI 103 kW 4x4 ELEGANCE Z�",2014,388 000 Kč,137 004 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
2309,"Volkswagen Golf Plus, 1.6 TDi 77 KW Záruka až 4 ro",2013,228 000 Kč,110 986 km,"Nafta, 77 kW",Manuální,hatchback,Jihočeský
2310,"Volkswagen Tiguan, 2.0 TDI 103KW TAŽNÉ ZÁRUKA",2015,468 000 Kč,39 794 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
2311,"Volkswagen Tiguan, 2.0 TDI 4Motion Sport & St",2013,378 000 Kč,154 297 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
2312,"Škoda Yeti, 2.0 TDI Aut.klima Tempomat Zá",2014,358 000 Kč,85 571 km,"Nafta, 81 kW",Manuální,SUV,Jihočeský
2313,"Volkswagen Tiguan, 2.0 TDI 103 kW Sport & Sty",2014,398 000 Kč,127 519 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
2314,"Volkswagen Tiguan, 2.0 TDI 125 kW 4x4 SPORT Záru",2013,368 000 Kč,110 525 km,"Nafta, 125 kW",Manuální,SUV,Jihočeský
2315,"Volkswagen Golf, 1.5 TSI 110 kW NAVI Záruka a�",2018,388 000 Kč,150 470 km,"Benzín, 110 kW",Manuální,kombi,Jihočeský
2316,"Volkswagen Tiguan, 2.0 TDI 103 KW SPORT Záruka a",2012,328 000 Kč,108 705 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
2317,"Ford Focus, 1.5 TDCi 77 kW AUT.KLIMA Záru",2017,248 000 Kč,133 901 km,"Nafta, 77 kW",Manuální,kombi,Jihočeský
2318,"Peugeot 308, 1.6 HDI 88 kW ALU Záruka až",2018,308 000 Kč,126 868 km,"Nafta, 88 kW",Manuální,kombi,Jihočeský
2319,"Volkswagen Golf Plus, 1.6 TDi 77 KW MATCH Záruka a�",2012,182 000 Kč,154 569 km,"Nafta, 77 kW",Manuální,hatchback,Jihočeský
2320,"Mazda CX-3, 1.5 SKYACTIV-D Navigace Záruk",2016,348 000 Kč,148 434 km,"Nafta, 77 kW",Manuální,SUV,Jihočeský
2321,"Škoda Octavia, 1.6 TDI Combi 4x4",2014,229 000 Kč,163 000 km,"Nafta, 77 kW",Manuální,kombi,Královéhradecký
2322,"BMW X1, 18d sDrive",2011,179 900 Kč,241 000 km,"Nafta, 105 kW",Manuální,SUV,Praha
2323,"Mercedes-Benz Třída A, A 170 Klimatizace",2005,46 900 Kč,134 000 km,"Benzín, 85 kW",Manuální,hatchback,Jihomoravský
2324,"Škoda Fabia, 2.0 MPi klim/tažné",2003,46 000 Kč,533 475 km,"Benzín, 85 kW",Manuální,kombi,Jihomoravský
2325,"Volvo XC60, 2.4 D 4x4 servisní knížka",2009,229 000 Kč,341 796 km,"Nafta, 120 kW",Manuální,SUV,Jihomoravský
2326,"Mercedes-Benz Třída E, E 220 CDi",2005,68 000 Kč,424 019 km,"Nafta, 110 kW",Manuální,sedan,Jihomoravský
2327,"Volkswagen Touran, 2,0d  125 kw",2007,109 000 Kč,211 000 km,"Nafta, 125 kW",Automatická,kombi,Středočeský
2328,"Mercedes-Benz Třída E, E 200 d",2017,449 000 Kč,211 000 km,"Nafta, 110 kW",Automatická,kombi,Středočeský
2329,"Mercedes-Benz Ostatní, 280S VÝMĚNA",1976,99 000 Kč,148 000 km,"Benzín, 118 kW",,sedan,Středočeský
2330,"Suzuki Jimny, 1.3 VVT 63KW",2005,153 000 Kč,171 590 km,"Benzín, 63 kW",Manuální,terénní,Pardubický
2331,"Seat Leon, 1.9TDi 77KW",2008,99 000 Kč,199 600 km,"Nafta, 77 kW",Manuální,hatchback,Pardubický
2332,"Renault Scenic, 1.9DCi 96KW",2008,64 000 Kč,301 800 km,"Nafta, 96 kW",Manuální,MPV,Pardubický
2333,"Škoda Superb, 2.0 TDi Laurin&Klement",2014,395 000 Kč,185 600 km,"Nafta, 125 kW",Automatická,kombi,Pardubický
2334,"Volkswagen Polo, 1.2Htp 44KW",2008,69 000 Kč,210 490 km,"Benzín, 44 kW",Manuální,hatchback,Pardubický
2335,"Škoda Octavia, 1.6i 55KW",1998,23 000 Kč,232 800 km,"Benzín, 55 kW",Manuální,hatchback,Pardubický
2336,"Peugeot 206, CC 1.6 16V 80KW",2006,75 000 Kč,176 540 km,"Benzín, 80 kW",Manuální,kabriolet,Pardubický
2337,"Peugeot 206, 1.4HDi 50KW",2005,53 000 Kč,198 400 km,"Nafta, 50 kW",Manuální,hatchback,Pardubický
2338,"Škoda Fabia, 1.4 16V 63KW",2009,99 000 Kč,196 100 km,"Benzín, 63 kW",Manuální,hatchback,Pardubický
2339,"Peugeot 106, 1.1I",1993,15 000 Kč,213 100 km,"Benzín, 44 kW",,hatchback,
2340,Škoda Octavia,2014,330 000 Kč,189 000 km,"Nafta,",Automatická,,
2341,"Audi A7, 3.0 TDI quattro S tronic Sport",2011,490 000 Kč,135 000 km,"Nafta, 180 kW",Automatická,hatchback,Ústecký
2342,"Mercedes-Benz Citan, 1,5 CDi, TEMPOMAT, VÝHŘ. SED",2018,445 000 Kč,85 249 km,"Nafta, 81 kW",Manuální,MPV,Moravskoslezský
2343,"Citroen C4, 1,6HDI PANORAMA",2005,54 900 Kč,165 021 km,"Nafta, 80 kW",Manuální,hatchback,Vysočina
2344,"Volkswagen Passat, 2.0 TDI COMFORTLINE",2005,29 900 Kč,267 038 km,"Nafta, 103 kW",Manuální,sedan,Vysočina
2345,"Renault Megane, III 1.6i 16V  81KW TEMPOMAT,BC",2014,179 900 Kč,117 075 km,"Benzín, 81 kW",Manuální,hatchback,Plzeňský
2346,"Škoda Superb, 3.6 FSI 4x4 Exclusive",2010,189 900 Kč,312 438 km,"Benzín, 191 kW",Automatická,sedan,Plzeňský
2347,"Volkswagen Golf Plus, 2,0 TDi 81KW KLIMA",2009,145 000 Kč,175 408 km,"Nafta, 81 kW",Manuální,hatchback,Plzeňský
2348,"Hyundai i30, 1,4i,73kW,Tempomat,klima,STK11",2015,269 900 Kč,21 000 km,"Benzín, 73 kW",Manuální,hatchback,Středočeský
2349,"Citroen Berlingo, 1.6HDi,73kW,Multispace,1majČR",2017,279 900 Kč,130 000 km,"Nafta, 73 kW",Manuální,kombi,Středočeský
2350,"Fiat Doblo, 1.6MultiJet,77kW,1majČR,klima",2013,229 900 Kč,93 000 km,"Nafta, 77 kW",Manuální,MPV,Středočeský
2351,"Peugeot 206, 1,4I",2005,55 000 Kč,198 765 km,"Benzín, 55 kW",,hatchback,Olomoucký
2352,"Jeep Renegade, 1.6 JMT 120 LIMITED maxi",2015,429 990 Kč,139 560 km,"Nafta, 88 kW",Manuální,SUV,Praha
2353,"Volkswagen Golf, 2.0i kabrio Rolling Stones",1995,58 000 Kč,194 000 km,"Benzín, 85 kW",Manuální,kabriolet,Jihomoravský
2354,"Chevrolet Captiva, 2.0CDTi 4x4 7-MÍST GAR.KM",2008,129 000 Kč,206 000 km,"Nafta, 110 kW",Manuální,SUV,Moravskoslezský
2355,"Škoda Fabia, 1.2 HTP 47kW SLUŠNÝ STAV",2005,24 000 Kč,231 000 km,"Benzín, 47 kW",Manuální,kombi,Moravskoslezský
2356,"Škoda Octavia, 1.6MPI",2003,69 000 Kč,191 000 km,"Benzín, 75 kW",Manuální,kombi,Vysočina
2357,"Volkswagen Golf, 1.6TDI Rozvody",2014,239 000 Kč,211 000 km,"Nafta, 77 kW",Manuální,kombi,Vysočina
2358,"Škoda Superb, 2.0 TDI TOP STAV",2006,109 999 Kč,160 500 km,"Nafta, 103 kW",Manuální,hatchback,Vysočina
2359,"Škoda Ostatní, 2,0TDI 4x4 DSG Style",2017,618 800 Kč,51 210 km,"Nafta, 110 kW",Automatická,SUV,Středočeský
2360,"Jeep Grand Cherokee, SRT 6.4L, rezervovaný",2017,1 308 800 Kč,65 000 km,"Benzín, 344 kW",Automatická,SUV,Praha
2361,"Ford Kuga, 2,0 TDCi Titanium",,205 000 Kč,231 400 km,"Nafta, 100 kW",Manuální,kombi,Vysočina
2362,"Citroen C5, 2.0HDi 120kW EXCLUSIVE -DPH",2013,229 900 Kč,213 615 km,"Nafta, 120 kW",Automatická,kombi,Pardubický
2363,"Mercedes-Benz Třída C, C250 CDI 150kW 4MAT -AMG PAKET",2011,299 900 Kč,209 862 km,"Nafta, 150 kW",Automatická,kombi,Pardubický
2364,"Škoda Superb, 2.0TDi DSG,S.kniha,Xenony,S.kn",2012,179 950 Kč,291 850 km,"Nafta, 103 kW",Automatická,kombi,Plzeňský
2365,"Volkswagen Golf, 1.2TSi Edice CUP,Servisní kni",2014,255 950 Kč,65 267 km,"Benzín, 77 kW",Manuální,hatchback,Plzeňský
2366,"Renault Scenic, 1,6i 16V 83kW",2004,49 000 Kč,151 300 km,"Benzín, 83 kW",,kombi,Jihomoravský
2367,"Hyundai i10, 1,1i 49kW",2010,70 000 Kč,107 000 km,"Benzín, 49 kW",,hatchback,Jihomoravský
2368,"Seat Ibiza, 1.0 MPI 59 kW Style",2019,325 000 Kč,16 200 km,"Benzín, 59 kW",,hatchback,Jihomoravský
2369,"Audi A3, 1.6i 74kW",1998,39 000 Kč,229 481 km,"Benzín, 74 kW",Manuální,hatchback,Královéhradecký
2370,"Ford Focus, Turnier 1.6i 85kW Klima",2009,89 000 Kč,187 008 km,"Benzín, 85 kW",Manuální,kombi,Královéhradecký
2371,"Fiat Barchetta, 1.8 16V SPIDER",1997,69 000 Kč,138 582 km,"Benzín, 96 kW",,kabriolet,Královéhradecký
2372,"Citroen C3, 1.4 HDi 16V 66kW",2003,45 000 Kč,228 434 km,"Nafta, 66 kW",Manuální,hatchback,Královéhradecký
2373,"BMW Řada 5, 530D 180KW AUT PANO KŮŽE XEN",2010,379 990 Kč,171 225 km,"Nafta, 180 kW",Automatická,kombi,Středočeský
2374,"Mercedes-Benz Ostatní, 1.5 i",2007,69 000 Kč,227 935 km,"Benzín, 70 kW",Manuální,hatchback,Pardubický
2375,"Renault Grand Espace, 2,0 DCI",2006,29 900 Kč,172 000 km,"Nafta, 127 kW",,MPV,Pardubický
2376,"Volkswagen Touran, 1.6 TDI COMFORTLINE 110 000 KM",2000,376 000 Kč,110 852 km,"Nafta, 81 kW",,MPV,Jihomoravský
2377,"Nissan X-Trail, 1.6 DCi 41 000 KM 360°KAMERY",2000,428 000 Kč,41 541 km,"Nafta, 96 kW",,SUV,Jihomoravský
2378,"Citroen Ostatní, 1,6HDI",2009,73 000 Kč,198 000 km,"Nafta, 80 kW",Manuální,kombi,Pardubický
2379,"Hyundai Accent, 1,5 CRDI",2005,29 000 Kč,135 000 km,"Nafta, 60 kW",Manuální,liftback,Pardubický
2380,"Ford Focus, 1,6TDCi Serv.kniha TOP stav",2011,119 000 Kč,217 000 km,"Nafta, 66 kW",Manuální,hatchback,Pardubický
2381,"Alfa Romeo MiTo, 1.4 16V Progression",2009,85 000 Kč,45 000 km,"Benzín, 57 kW",Manuální,hatchback,Pardubický
2382,"Chevrolet Lacetti, 2.0 CDTi-ČR-2.MAJ,NOVÁ STK",2007,49 900 Kč,138 200 km,"Nafta, 89 kW",Manuální,hatchback,Středočeský
2383,"Volkswagen Touran, 1,6 TDI DSG",2018,369 000 Kč,126 461 km,"Nafta, 85 kW",Automatická,MPV,Jihočeský
2384,"Peugeot 207, 1.4 16 SW panorama,I.maj.,ser.",2010,79 900 Kč,186 165 km,"Benzín, 70 kW",Manuální,kombi,Královéhradecký
2385,"Hyundai i30, 1,6 CRDi COMBI  DPH",2015,224 900 Kč,139 217 km,"Nafta, 81 kW",Manuální,kombi,Karlovarský
2386,"Ford Fiesta, 1.3i Jen 53.000 Km KLIMA",2002,58 000 Kč,52 964 km,"Benzín, 51 kW",Manuální,hatchback,Ústecký
2387,"Opel Meriva, 1.6i KLIMA serviska",2003,52 500 Kč,139 664 km,"Benzín, 64 kW",Manuální,hatchback,Ústecký
2388,"Chevrolet Kalos, 1,2 Jen 81.000Km KLIMA",2006,39 900 Kč,81 599 km,"Benzín, 53 kW",Manuální,hatchback,Ústecký
2389,"Suzuki Swift, 1.3 16V serviska",2007,74 900 Kč,162 921 km,"Benzín, 67 kW",Manuální,hatchback,Ústecký
2390,"Škoda Fabia, Com 1,4 16V serviska",2008,95 000 Kč,158 412 km,"Benzín, 63 kW",,kombi,Ústecký
2391,"Škoda Ostatní, 2,0TDI 4x4 DSG Style",2017,633 000 Kč,51 210 km,"Nafta, 110 kW",Automatická,SUV,Středočeský
2392,"Alfa Romeo 159, SW 1.9 JTD 110kW",2000,0 Kč,240 000 km,"Nafta, 110 kW",,kombi,Pardubický
2393,"Volkswagen Ostatní, VI 1.6 TDI Style",2011,175 000 Kč,174 345 km,"Nafta, 77 kW",Manuální,kombi,Karlovarský
2394,"Škoda Fabia, II 1.4 Ambiente/klima",2007,79 000 Kč,167 596 km,"Benzín, 63 kW",Manuální,hatchback,Karlovarský
2395,"Toyota Auris, 2.0 D-4D",2009,119 000 Kč,178 949 km,"Nafta, 93 kW",Manuální,hatchback,Karlovarský
2396,"Ford Galaxy, 2.0 TDCi Trend/7 míst",2011,219 000 Kč,178 460 km,"Nafta, 103 kW",Manuální,MPV,Karlovarský
2397,"Volkswagen Polo, 1.2 TSI Highline/Navi",2010,189 000 Kč,140 716 km,"Benzín, 77 kW",Manuální,hatchback,Karlovarský
2398,"Volkswagen Golf Plus, 1.9 TDI Comfortline",2005,89 000 Kč,211 733 km,"Nafta, 77 kW",Manuální,hatchback,Karlovarský
2399,"Škoda Fabia, II 1.2 Ambiente/klima",2008,89 000 Kč,134 195 km,"Benzín, 51 kW",Manuální,kombi,Karlovarský
2400,"Kia Sportage, 1.7 CRDi Attraction",2013,229 000 Kč,193 494 km,"Nafta, 85 kW",Manuální,SUV,Karlovarský
2401,"Mitsubishi Pajero Pinin, 2.0 GDI 4x4  AUTOMAT ČR",2004,149 999 Kč,110 652 km,"Benzín, 95 kW",Automatická,SUV,Praha
2402,"Kia Rio, 1.6 EX SPORT",2005,42 900 Kč,200 691 km,"Benzín, 82 kW",Manuální,kombi,Ústecký
2403,"Suzuki Swift, 1.3DDiS",2008,84 900 Kč,167 732 km,"Nafta, 55 kW",Manuální,hatchback,Ústecký
2404,"Opel Vectra, 2.2 16V ECOTEC",2004,54 900 Kč,123 953 km,"Benzín, 108 kW",Manuální,sedan,Ústecký
2405,"Peugeot 206, 1.4i",2003,34 000 Kč,193 800 km,"Benzín, 55 kW",Manuální,hatchback,Ústecký
2406,"Opel Corsa, 1.2i",2001,39 900 Kč,99 409 km,"Benzín, 55 kW",,hatchback,Ústecký
2407,"Volkswagen Golf, 1.6i 74KW",1998,44 900 Kč,162 622 km,"Benzín, 74 kW",Manuální,hatchback,Ústecký
2408,"Renault Megane, 1.6 16V",1999,31 900 Kč,203 928 km,"Benzín, 79 kW",Manuální,kombi,Ústecký
2409,"Volkswagen Golf, 1.6i",2002,51 900 Kč,187 389 km,"Benzín, 77 kW",Manuální,hatchback,Ústecký
2410,"Seat Toledo, 1.9TDI 110KW",2002,59 000 Kč,233 800 km,"Nafta, 110 kW",Manuální,sedan,Ústecký
2411,"Ford Escort, 1.6 16V CLX",1998,9 999 Kč,181 800 km,"Benzín, 66 kW",Manuální,sedan,Ústecký
2412,"Opel Meriva, 1.6i16V Enjoy, koupeno v čr",2008,69 900 Kč,189 947 km,"Benzín, 77 kW",Manuální,kombi,Pardubický
2413,"Renault Laguna, 1.8 16V Expression",2002,34 900 Kč,219 176 km,"Benzín, 89 kW",Manuální,kombi,Pardubický
2414,"Fiat Panda, 1.1",2005,35 000 Kč,166 800 km,"Benzín, 40 kW",Manuální,hatchback,Královéhradecký
2415,"Škoda Octavia, combi 1.9 TDI",2004,74 000 Kč,286 000 km,"Nafta, 96 kW",Manuální,kombi,Královéhradecký
2416,"Peugeot 206, 1.2",2000,19 000 Kč,181 000 km,"Benzín, 44 kW",Manuální,hatchback,Královéhradecký
2417,"Suzuki Wagon R, 1.3",2001,17 000 Kč,105 000 km,"Benzín, 56 kW",Manuální,kombi,Královéhradecký
2418,"Fiat Panda, 1.2",2012,76 000 Kč,86 800 km,"Benzín, 51 kW",Manuální,hatchback,Královéhradecký
2419,"Citroen C5, combi 2.0",2004,59 000 Kč,154 000 km,"Benzín, 100 kW",Manuální,kombi,Královéhradecký
2420,"Citroen C4 Picasso, 1.6 HDI 16V",2007,79 000 Kč,274 000 km,"Nafta, 80 kW",Automatická,kombi,Královéhradecký
2421,"Chevrolet Kalos, 1.2",2005,36 900 Kč,142 500 km,"Benzín, 53 kW",Manuální,hatchback,Královéhradecký
2422,"Peugeot 206, combi 1.4 HDI",2007,49 900 Kč,171 900 km,"Nafta, 50 kW",Manuální,kombi,Královéhradecký
2423,"Renault Thalia, 1.4",2003,33 000 Kč,136 400 km,"Benzín, 55 kW",Manuální,sedan,Královéhradecký
2424,"Kia Picanto, 1.1",2004,33 000 Kč,150 000 km,"Benzín, 48 kW",,hatchback,Královéhradecký
2425,"Renault Twingo, 1.2",2001,27 000 Kč,105 000 km,"Benzín, 55 kW",Manuální,hatchback,Královéhradecký
2426,"Ford C-Max, 2.0 TDCI",2004,35 000 Kč,365 000 km,"Nafta, 100 kW",Manuální,MPV,Královéhradecký
2427,"Seat Ibiza, 1.9 FR",2006,58 000 Kč,158 000 km,"Nafta, 96 kW",Manuální,hatchback,Královéhradecký
2428,"BMW M6, 4,4iV8 412kw 20ALU ČR DPH",2013,1 148 000 Kč,64 259 km,"Benzín, 412 kW",Automatická,kupé,Ústecký
2429,"BMW Řada 3, 3.0TD",2006,119 000 Kč,255 900 km,"Nafta, 170 kW",Automatická,kombi,Liberecký
2430,"Ford Fusion, 1,4 TDCi 50kW",2004,38 000 Kč,564 184 km,"Nafta, 50 kW",Manuální,hatchback,Liberecký
2431,"Ford Fiesta, 1.3i",2006,55 000 Kč,181 936 km,"Benzín, 44 kW",Manuální,hatchback,Královéhradecký
2432,"Dodge Charger, SRT 8  6,1 Hemi",2008,499 000 Kč,68 993 km,"Benzín, 318 kW",Automatická,sedan,Královéhradecký
2433,"Škoda Fabia, 1,2TSI 63KW STYLE SERVISKA",2012,184 900 Kč,118 323 km,"Benzín, 63 kW",Manuální,kombi,Liberecký
2434,"BMW X5, 3,0 SD",2008,349 900 Kč,253 000 km,"Nafta, 210 kW",Automatická,SUV,Praha
2435,"Ford Mustang, 3,7 V6",2015,649 900 Kč,75 000 km,"Benzín, 224 kW",Automatická,kabriolet,Praha
2436,"Ford Grand C-MAX, 1,6i  110KW",2011,125 000 Kč,298 000 km,"Benzín, 110 kW",Manuální,kombi,Praha
2437,"Nissan Murano, 2,5D",2012,299 900 Kč,180 000 km,"Nafta, 140 kW",Automatická,kombi,Praha
2438,"Mercedes-Benz Třída R, R 350CDI ,ČR,1 majitel,perle�",2011,449 900 Kč,250 000 km,"Nafta, 195 kW",Automatická,kombi,Praha
2439,"Volkswagen Eos, 2.0 TDI DSG 103KW",2013,259 000 Kč,191 130 km,"Nafta, 103 kW",Automatická,kabriolet,Ústecký
2440,"Škoda Octavia, 2.0 TDI 135 kW 4x4 DSG L&K",2017,380 000 Kč,213 303 km,"Nafta, 135 kW",Automatická,kombi,Moravskoslezský
2441,"Ford Focus, 1.8 TDCI",2007,59 000 Kč,168 352 km,"Nafta, 85 kW",Manuální,kombi,Jihomoravský
2442,"Renault Megane, 1,6i PO SERVISU,SUPER STAV",2003,34 900 Kč,137 554 km,"Benzín, 83 kW",Manuální,hatchback,Praha
2443,"Renault Thalia, 1,2 16V,ČR,PRAV.SERVISOVÁNO",2006,44 900 Kč,79 098 km,"Benzín, 55 kW",,sedan,Ústecký
2444,"Renault Scenic, 1,6i, PO SERVISU, NOVÁ STK",2003,58 900 Kč,175 538 km,"Benzín, 83 kW",,MPV,Ústecký
2445,"BMW Řada 5, 520d Luxury line",2017,699 000 Kč,133 000 km,"Nafta, 140 kW",Automatická,kombi,Středočeský
2446,"Volkswagen Golf, 2.0 TDI GTD DSG kůže,panor.",2016,649 000 Kč,25 000 km,"Nafta, 135 kW",Automatická,hatchback,Středočeský
2447,"Suzuki SX4, 1.6i, Koupeno v ČR",2007,59 900 Kč,308 000 km,"Benzín, 79 kW",Manuální,hatchback,Plzeňský
2448,"Volkswagen Touareg, 2.5 TDi, Serviska, Odpočet DP",2004,139 900 Kč,238 000 km,"Nafta, 128 kW",Automatická,SUV,Plzeňský
2449,"Renault Megane, 2.0i Cabrio",2004,54 900 Kč,199 000 km,"Benzín, 99 kW",Manuální,kabriolet,Plzeňský
2450,"Audi A8, 3.7i Quattro, Kompletní servi",2004,139 900 Kč,289 000 km,"Benzín, 206 kW",Automatická,sedan,Plzeňský
2451,"Audi A4, 3.0TDi 176kW",2000,199 999 Kč,281 000 km,"Nafta, 176 kW",Automatická,kombi,Jihomoravský
2452,"Seat Ibiza, 1.4i 63kW LPG NOVÁ NÁDRŽ",2009,94 999 Kč,145 897 km,"Benzín, 63 kW",Manuální,hatchback,Jihomoravský
2453,"Seat Ibiza, 1.6i+LPG+Nová nadrž",2010,84 999 Kč,189 523 km,"Benzín, 77 kW",Manuální,hatchback,Jihomoravský
2454,"Škoda Fabia, 1.4 16V,klima,serviska",2008,109 900 Kč,167 323 km,"Benzín, 63 kW",Manuální,kombi,Jihočeský
2455,"Mercedes-Benz Třída E, 300 e plug in záruka",2021,1 465 000 Kč,4 374 km,"Hybrid, 245 kW",Automatická,kombi,Vysočina
2456,"Land Rover Range Rover, 4.4 V8  rezervováno",2018,1 999 000 Kč,128 500 km,"Nafta, 250 kW",Automatická,SUV,Vysočina
2457,"Audi RS5, Sportback 2.9L 450HP, DPH",2019,1 777 490 Kč,23 000 km,"Benzín, 331 kW",Automatická,sedan,Středočeský
2458,"Volkswagen Golf, 1.4 TSI",2010,159 000 Kč,180 000 km,"Benzín, 90 kW",Manuální,hatchback,Královéhradecký
2459,"Land Rover Freelander, 2.0 TD4",2005,65 000 Kč,295 000 km,"Nafta, 80 kW",Manuální,terénní,Královéhradecký
